record_id,date,site_id,cell_id,region,technology,availability_percent,latency_ms,throughput_mbps,call_drop_rate,handover_success_rate,traffic_volume_gb,active_users
KPI-004648,2024-11-20,SITE-0353,CELL-01483,North,4G,97.75,20.71,141.63,0.81,98.85,939.84,5394
KPI-001312,2024-11-21,SITE-0160,CELL-00770,North,4G,97.21,27.17,64.68,2.03,98.58,140.64,8039
KPI-000286,2024-11-21,SITE-0219,CELL-01492,Central,3G,94.89,124.51,1.46,2.04,97.26,489.19,2541
KPI-003888,2024-11-21,SITE-0371,CELL-00922,East,3G,92.05,169.05,2.95,2.11,97.31,98.13,6214
KPI-003872,2024-11-21,SITE-0459,CELL-01692,South,5G,99.59,3.36,706.69,0.24,96.22,88.65,3885
KPI-004178,2024-11-21,SITE-0242,CELL-00116,East,4G,95.44,24.6,74.15,1.58,95.03,896.44,9279
KPI-002717,2024-11-21,SITE-0364,CELL-00546,East,5G,98.65,4.56,566.72,1.73,97.82,695.1,6737
KPI-004473,2024-11-21,SITE-0145,CELL-00310,North,3G,90.5,197.32,14.11,0.37,99.65,417.14,1699
KPI-002378,2024-11-21,SITE-0376,CELL-01772,Central,4G,95.43,49.98,89.94,0.05,98.86,302.56,5379
KPI-002793,2024-11-21,SITE-0044,CELL-01746,North,4G,97.15,24.02,30.58,2.03,95.95,912.92,9943
KPI-003705,2024-11-21,SITE-0064,CELL-01181,South,5G,98.16,3.91,807.33,0.14,97.49,259.56,4653
KPI-003933,2024-11-21,SITE-0113,CELL-01199,South,4G,96.51,35.6,79.45,1.96,95.07,520.34,5878
KPI-000540,2024-11-22,SITE-0395,CELL-00544,North,5G,98.13,4.76,733.68,1.73,95.16,420.35,5751
KPI-002929,2024-11-22,SITE-0423,CELL-00090,Central,5G,97.06,1.88,814.19,0.15,99.77,209.61,4871
KPI-004592,2024-11-22,SITE-0071,CELL-01036,West,4G,97.42,26.08,29.65,0.31,99.11,568.98,9206
KPI-004896,2024-11-22,SITE-0017,CELL-01478,Central,3G,90.71,145.95,3.45,1.7,99.0,829.33,159
KPI-000344,2024-11-22,SITE-0272,CELL-00983,West,4G,97.99,39.2,113.32,1.06,99.49,568.25,9183
KPI-002665,2024-11-22,SITE-0071,CELL-01458,East,5G,97.07,1.36,178.04,1.47,97.28,947.26,2244
KPI-002605,2024-11-22,SITE-0147,CELL-01983,West,3G,97.2,193.66,14.29,1.33,99.73,350.67,3010
KPI-004139,2024-11-22,SITE-0161,CELL-01657,Central,4G,98.95,25.08,87.74,2.34,97.38,262.46,519
KPI-001543,2024-11-22,SITE-0100,CELL-01646,North,3G,97.85,174.24,8.98,0.11,98.6,570.1,3971
KPI-000217,2024-11-22,SITE-0028,CELL-01089,Central,5G,98.6,3.54,784.03,0.06,97.1,448.47,8198
KPI-002158,2024-11-22,SITE-0260,CELL-00929,East,5G,99.66,9.46,853.47,2.8,96.46,796.16,3280
KPI-001562,2024-11-22,SITE-0421,CELL-00060,West,4G,95.28,21.28,138.03,0.51,98.32,435.81,247
KPI-003593,2024-11-22,SITE-0111,CELL-01136,North,3G,93.88,148.78,5.71,0.1,95.57,358.28,2538
KPI-003868,2024-11-22,SITE-0138,CELL-01962,North,5G,97.32,5.02,715.43,2.26,95.96,704.29,7400
KPI-000138,2024-11-22,SITE-0229,CELL-00842,West,5G,97.89,6.28,983.3,1.12,98.21,20.92,9566
KPI-001355,2024-11-22,SITE-0497,CELL-01960,East,5G,99.91,7.1,964.92,1.78,95.67,689.2,6158
KPI-003960,2024-11-23,SITE-0098,CELL-01966,South,4G,95.81,27.85,85.94,2.89,99.89,223.73,2048
KPI-004565,2024-11-23,SITE-0189,CELL-00819,Central,5G,98.21,5.07,739.5,2.06,99.8,969.32,1736
KPI-000656,2024-11-23,SITE-0323,CELL-00937,West,3G,94.59,159.56,11.28,0.31,95.33,742.63,1396
KPI-000874,2024-11-23,SITE-0197,CELL-00775,West,3G,91.12,191.25,1.78,0.82,99.22,921.38,4236
KPI-002003,2024-11-23,SITE-0130,CELL-00142,West,3G,95.03,80.51,6.85,0.1,99.9,821.62,7612
KPI-001976,2024-11-23,SITE-0170,CELL-01362,Central,3G,90.32,141.88,13.08,2.9,97.0,532.17,1970
KPI-002530,2024-11-23,SITE-0490,CELL-01951,Central,3G,95.94,148.39,9.33,0.4,98.07,711.32,6179
KPI-004503,2024-11-23,SITE-0400,CELL-00634,South,3G,94.67,144.22,10.01,1.23,96.32,380.58,4106
KPI-003489,2024-11-23,SITE-0415,CELL-01592,West,3G,93.29,120.97,4.04,2.81,98.0,773.39,5382
KPI-002050,2024-11-23,SITE-0357,CELL-01157,Central,3G,97.57,147.15,5.97,1.5,96.81,541.53,7934
KPI-003887,2024-11-23,SITE-0143,CELL-01737,West,4G,95.49,42.58,147.08,0.03,95.49,863.73,7672
KPI-003463,2024-11-24,SITE-0124,CELL-00681,West,4G,96.22,27.75,56.81,2.54,95.11,858.08,5041
KPI-004960,2024-11-24,SITE-0366,CELL-00712,West,5G,98.93,5.59,877.13,2.3,95.15,871.77,5719
KPI-004529,2024-11-24,SITE-0494,CELL-00274,North,4G,97.96,36.14,99.7,1.59,99.84,924.86,6088
KPI-002925,2024-11-24,SITE-0320,CELL-00087,Central,5G,97.47,2.5,942.01,0.73,97.96,475.83,6883
KPI-001452,2024-11-24,SITE-0095,CELL-00596,North,5G,98.11,1.62,230.14,1.1,98.62,41.71,3814
KPI-004147,2024-11-24,SITE-0232,CELL-00143,North,3G,91.91,198.64,1.44,2.16,99.44,925.85,5864
KPI-000886,2024-11-24,SITE-0284,CELL-00088,Central,5G,97.07,7.28,480.36,2.19,99.43,817.68,6808
KPI-000773,2024-11-24,SITE-0098,CELL-00090,South,3G,97.21,158.48,3.44,2.39,95.77,579.72,317
KPI-004761,2024-11-24,SITE-0296,CELL-00493,South,5G,99.07,8.91,278.42,0.37,97.8,692.48,7403
KPI-003895,2024-11-24,SITE-0014,CELL-01460,North,3G,93.45,184.79,8.23,0.56,99.72,716.7,853
KPI-003622,2024-11-24,SITE-0068,CELL-01069,East,3G,95.22,124.41,15.49,1.08,96.14,706.28,235
KPI-001216,2024-11-25,SITE-0401,CELL-01217,North,4G,99.23,43.35,102.15,2.85,96.98,344.0,9215
KPI-004392,2024-11-25,SITE-0229,CELL-00114,South,4G,95.83,39.33,34.79,0.31,99.13,732.57,6951
KPI-002440,2024-11-25,SITE-0263,CELL-01320,South,3G,96.12,86.33,10.66,1.42,99.89,900.59,8289
KPI-000856,2024-11-25,SITE-0369,CELL-01871,South,4G,98.86,22.25,144.19,1.21,97.57,687.02,9685
KPI-003794,2024-11-25,SITE-0208,CELL-00970,West,5G,99.74,8.1,129.52,2.71,98.66,462.8,528
KPI-001587,2024-11-25,SITE-0042,CELL-01541,South,5G,98.72,3.29,197.39,2.98,97.64,960.12,159
KPI-001158,2024-11-25,SITE-0193,CELL-00956,North,3G,91.49,167.64,19.02,2.02,97.91,297.07,8978
KPI-003747,2024-11-25,SITE-0341,CELL-01029,East,3G,95.3,123.42,14.59,0.84,95.45,761.02,6494
KPI-004018,2024-11-25,SITE-0076,CELL-00657,North,4G,95.87,24.4,113.76,0.86,97.96,171.49,197
KPI-004946,2024-11-25,SITE-0439,CELL-01062,West,5G,98.05,6.43,823.43,2.76,95.36,137.68,8762
KPI-002293,2024-11-25,SITE-0303,CELL-00404,South,4G,98.43,43.0,100.5,2.67,98.56,918.37,1258
KPI-004031,2024-11-25,SITE-0060,CELL-00298,East,5G,99.41,2.04,229.19,0.88,97.71,285.46,6538
KPI-000378,2024-11-25,SITE-0037,CELL-00497,South,4G,96.27,23.54,130.13,1.91,99.03,25.55,6271
KPI-003401,2024-11-25,SITE-0144,CELL-01086,East,3G,95.12,109.74,17.53,2.61,98.04,426.57,5378
KPI-000611,2024-11-25,SITE-0345,CELL-01611,South,3G,92.76,155.28,6.28,0.65,99.44,829.22,1565
KPI-004155,2024-11-25,SITE-0247,CELL-01764,Central,4G,97.61,23.54,36.3,2.15,97.63,197.18,5136
KPI-004707,2024-11-26,SITE-0377,CELL-00066,South,5G,97.74,7.62,130.21,2.89,97.18,926.13,1959
KPI-004679,2024-11-26,SITE-0113,CELL-01549,South,4G,97.63,28.05,131.5,0.72,96.74,343.98,5113
KPI-004676,2024-11-26,SITE-0464,CELL-01207,Central,4G,96.77,49.61,122.82,2.0,98.65,267.15,8001
KPI-003320,2024-11-26,SITE-0054,CELL-01538,West,5G,99.13,5.34,836.06,1.28,98.78,424.11,1762
KPI-000470,2024-11-26,SITE-0376,CELL-01105,North,5G,99.25,1.08,515.68,0.87,98.92,305.08,9944
KPI-004842,2024-11-26,SITE-0172,CELL-00217,Central,5G,99.43,8.67,375.68,1.27,98.84,685.75,483
KPI-000310,2024-11-26,SITE-0331,CELL-00151,South,3G,95.71,172.68,5.74,1.42,98.54,604.57,5680
KPI-003510,2024-11-26,SITE-0325,CELL-00820,East,4G,99.03,47.95,111.81,0.5,98.85,177.36,3027
KPI-002700,2024-11-26,SITE-0254,CELL-01015,West,5G,97.19,4.84,520.52,1.26,99.0,706.76,8534
KPI-002515,2024-11-26,SITE-0036,CELL-00999,Central,4G,96.65,42.97,59.64,0.54,99.39,700.49,2087
KPI-001664,2024-11-26,SITE-0475,CELL-00717,Central,5G,97.77,5.36,407.55,1.43,99.76,677.01,3524
KPI-002151,2024-11-26,SITE-0293,CELL-00341,East,4G,96.17,24.02,44.04,2.0,99.47,870.75,9313
KPI-004095,2024-11-26,SITE-0356,CELL-01697,East,3G,97.52,175.97,13.53,2.89,97.74,632.39,5832
KPI-002569,2024-11-26,SITE-0249,CELL-01814,East,5G,98.58,5.68,515.73,2.09,97.49,879.12,2437
KPI-001671,2024-11-26,SITE-0412,CELL-00357,East,5G,98.96,1.88,517.11,1.53,95.27,842.67,4640
KPI-001510,2024-11-26,SITE-0115,CELL-01975,East,4G,96.57,21.05,52.31,2.97,97.23,360.93,6031
KPI-001308,2024-11-26,SITE-0016,CELL-01619,Central,5G,97.16,2.43,357.98,0.47,96.92,922.3,1212
KPI-002647,2024-11-27,SITE-0488,CELL-01256,South,3G,92.8,124.43,3.86,0.31,96.45,54.53,1598
KPI-000703,2024-11-27,SITE-0095,CELL-01572,North,5G,98.83,3.12,159.22,0.54,98.65,759.38,3925
KPI-004046,2024-11-27,SITE-0379,CELL-01394,North,3G,97.14,82.31,8.53,2.09,96.24,526.45,3024
KPI-003132,2024-11-27,SITE-0280,CELL-00769,West,5G,97.3,8.15,967.4,2.87,98.87,268.39,1734
KPI-003501,2024-11-27,SITE-0473,CELL-00611,South,4G,98.66,41.95,74.07,2.04,95.2,708.72,8644
KPI-004868,2024-11-27,SITE-0407,CELL-00202,South,5G,98.07,4.05,711.1,2.04,95.23,982.82,5012
KPI-002759,2024-11-27,SITE-0337,CELL-00959,South,4G,96.6,38.7,23.5,1.83,95.02,488.49,7435
KPI-004947,2024-11-27,SITE-0304,CELL-01140,Central,3G,94.91,100.89,7.36,2.65,95.03,257.01,7094
KPI-001071,2024-11-27,SITE-0277,CELL-01495,South,3G,93.9,85.29,14.42,2.57,99.7,863.39,4591
KPI-000663,2024-11-27,SITE-0179,CELL-00108,East,5G,97.87,1.18,257.32,0.66,96.08,661.88,6326
KPI-004944,2024-11-28,SITE-0403,CELL-01162,South,5G,97.63,7.97,639.12,1.66,99.39,122.54,1986
KPI-001798,2024-11-28,SITE-0318,CELL-00023,North,5G,98.47,2.9,500.87,0.42,98.7,234.93,5026
KPI-002055,2024-11-28,SITE-0174,CELL-00317,Central,4G,98.08,42.69,98.71,2.67,97.78,712.13,6074
KPI-002168,2024-11-28,SITE-0307,CELL-01960,North,3G,90.74,154.91,18.69,1.22,97.49,579.54,8748
KPI-002028,2024-11-28,SITE-0038,CELL-01377,East,4G,98.6,49.2,45.06,1.4,97.33,244.08,4618
KPI-002430,2024-11-28,SITE-0421,CELL-00807,East,3G,92.84,104.0,4.55,0.92,97.15,148.48,5385
KPI-002227,2024-11-28,SITE-0008,CELL-01479,Central,5G,97.1,2.67,106.68,2.46,99.59,873.63,5636
KPI-003709,2024-11-28,SITE-0391,CELL-00288,North,4G,95.89,37.32,107.06,2.91,97.8,199.53,7230
KPI-002943,2024-11-29,SITE-0197,CELL-01119,West,5G,97.37,8.9,666.51,2.77,99.26,181.63,3470
KPI-002067,2024-11-29,SITE-0176,CELL-00722,West,5G,97.7,2.47,733.62,2.53,97.54,58.28,7359
KPI-004002,2024-11-29,SITE-0286,CELL-00493,West,4G,97.02,41.42,146.99,2.82,99.01,882.21,1834
KPI-000799,2024-11-29,SITE-0196,CELL-00194,Central,4G,96.57,34.02,46.49,2.58,96.66,639.11,2301
KPI-003349,2024-11-29,SITE-0110,CELL-01181,East,5G,97.88,7.26,449.59,0.53,96.5,237.89,6170
KPI-001030,2024-11-29,SITE-0182,CELL-00088,North,4G,96.81,29.7,137.96,2.37,97.31,518.36,848
KPI-002486,2024-11-29,SITE-0041,CELL-01915,West,3G,96.19,194.42,1.91,2.57,98.78,129.92,1609
KPI-001550,2024-11-29,SITE-0186,CELL-00084,Central,3G,94.85,136.78,10.16,0.69,97.39,600.64,996
KPI-004765,2024-11-29,SITE-0303,CELL-01916,Central,3G,93.43,134.04,5.98,0.19,98.17,827.6,9682
KPI-003205,2024-11-30,SITE-0336,CELL-01652,Central,4G,99.01,36.4,27.38,1.66,98.68,467.53,9296
KPI-001361,2024-11-30,SITE-0182,CELL-01029,East,5G,97.81,5.99,612.87,3.0,96.06,22.59,409
KPI-002826,2024-11-30,SITE-0499,CELL-01435,West,4G,97.23,37.48,146.51,1.27,96.12,47.88,641
KPI-001326,2024-11-30,SITE-0040,CELL-01341,North,4G,95.63,44.45,62.53,2.23,96.02,642.35,367
KPI-004950,2024-11-30,SITE-0197,CELL-00304,North,4G,97.96,29.25,39.66,1.96,99.13,834.01,8695
KPI-004216,2024-11-30,SITE-0073,CELL-00329,East,5G,97.79,5.91,754.33,2.52,96.08,465.47,2963
KPI-003387,2024-11-30,SITE-0342,CELL-01194,North,3G,95.96,86.9,3.36,2.33,99.42,894.4,1667
KPI-004780,2024-11-30,SITE-0296,CELL-01586,South,3G,92.75,128.73,16.14,1.36,97.53,148.99,1477
KPI-001974,2024-11-30,SITE-0293,CELL-00638,Central,3G,94.97,80.28,6.38,2.46,97.07,65.35,3691
KPI-003087,2024-11-30,SITE-0192,CELL-00497,Central,3G,96.7,197.89,10.17,0.07,98.12,486.34,3615
KPI-003134,2024-11-30,SITE-0007,CELL-00022,Central,5G,98.34,3.46,987.47,1.99,97.62,440.44,9697
KPI-003355,2024-11-30,SITE-0111,CELL-00456,Central,3G,97.51,126.74,5.61,2.59,99.51,521.25,7756
KPI-003338,2024-11-30,SITE-0261,CELL-01645,North,3G,90.11,105.9,2.91,2.07,98.61,838.66,8902
KPI-004983,2024-12-01,SITE-0280,CELL-01186,South,4G,95.84,24.2,33.4,1.27,98.81,862.1,259
KPI-004093,2024-12-01,SITE-0024,CELL-01602,West,5G,98.15,7.57,378.84,0.6,96.13,494.55,786
KPI-004864,2024-12-01,SITE-0098,CELL-00604,South,5G,99.42,6.28,996.06,0.38,99.33,625.59,2680
KPI-000348,2024-12-01,SITE-0075,CELL-00163,North,4G,97.26,44.36,33.92,1.56,96.24,791.54,4535
KPI-003218,2024-12-01,SITE-0314,CELL-00723,North,4G,98.1,31.48,109.87,3.0,99.39,58.72,6766
KPI-003254,2024-12-01,SITE-0477,CELL-01731,Central,3G,92.53,115.91,8.99,1.19,98.74,868.96,9167
KPI-000153,2024-12-01,SITE-0141,CELL-00962,West,4G,97.81,25.18,46.98,0.64,97.16,383.81,2372
KPI-001946,2024-12-01,SITE-0271,CELL-00792,East,5G,97.45,9.34,147.83,2.66,99.07,613.32,5130
KPI-001687,2024-12-01,SITE-0430,CELL-01863,West,4G,98.31,41.57,147.13,1.12,97.6,946.01,7162
KPI-002754,2024-12-01,SITE-0331,CELL-01065,South,4G,99.27,22.58,116.88,0.61,98.29,641.89,1129
KPI-003332,2024-12-01,SITE-0086,CELL-01573,West,3G,96.75,112.23,8.22,2.58,96.75,254.99,4315
KPI-002289,2024-12-01,SITE-0160,CELL-00278,South,3G,93.29,199.63,10.69,1.48,97.74,619.04,6936
KPI-002601,2024-12-01,SITE-0039,CELL-01484,West,5G,98.01,2.96,870.18,1.29,98.09,837.07,3399
KPI-004995,2024-12-01,SITE-0081,CELL-00732,West,5G,98.55,5.03,991.79,0.03,96.42,143.76,6377
KPI-004594,2024-12-02,SITE-0005,CELL-01337,South,4G,98.01,42.62,68.7,0.54,96.27,712.27,4669
KPI-000446,2024-12-02,SITE-0270,CELL-00641,West,3G,95.74,136.2,2.3,0.12,96.55,435.18,7534
KPI-003350,2024-12-02,SITE-0197,CELL-00649,Central,5G,97.72,1.16,893.68,1.07,97.17,387.89,4889
KPI-004552,2024-12-02,SITE-0312,CELL-01247,South,4G,98.06,49.69,25.55,2.58,98.98,313.27,5011
KPI-003590,2024-12-02,SITE-0014,CELL-01761,North,5G,98.92,3.59,413.13,2.56,95.85,767.72,6240
KPI-004749,2024-12-02,SITE-0222,CELL-01594,Central,4G,96.01,41.04,46.69,1.57,98.08,197.85,3143
KPI-003844,2024-12-02,SITE-0115,CELL-01782,Central,4G,98.16,20.28,28.9,2.58,99.31,925.6,7693
KPI-003279,2024-12-02,SITE-0344,CELL-00046,South,5G,97.05,1.76,681.84,2.16,97.48,862.21,5712
KPI-003439,2024-12-02,SITE-0479,CELL-00898,Central,5G,99.13,7.36,963.35,1.61,97.06,655.53,8695
KPI-000900,2024-12-03,SITE-0138,CELL-01015,South,4G,95.44,36.28,53.7,1.74,97.05,477.19,4886
KPI-003921,2024-12-03,SITE-0456,CELL-01887,West,5G,97.8,9.98,304.13,1.0,96.41,228.2,9317
KPI-002024,2024-12-03,SITE-0461,CELL-01405,Central,4G,96.51,47.57,73.61,2.19,96.23,315.09,6967
KPI-000670,2024-12-03,SITE-0249,CELL-00115,West,4G,98.96,44.61,94.21,2.75,98.66,686.92,2885
KPI-001886,2024-12-03,SITE-0088,CELL-01470,East,3G,90.59,172.81,13.44,0.8,95.35,438.49,2481
KPI-000473,2024-12-03,SITE-0146,CELL-00703,South,5G,99.55,7.29,891.04,0.9,95.68,746.98,7258
KPI-003127,2024-12-03,SITE-0496,CELL-01152,South,5G,99.07,1.41,449.75,2.61,95.5,679.45,4888
KPI-001830,2024-12-03,SITE-0167,CELL-01703,North,3G,97.48,83.74,14.03,2.05,97.1,734.67,6564
KPI-000639,2024-12-03,SITE-0174,CELL-01886,South,4G,96.69,33.03,95.51,2.09,99.81,87.87,1156
KPI-004943,2024-12-03,SITE-0323,CELL-01442,North,4G,99.06,43.74,74.05,0.48,96.15,165.73,5169
KPI-002201,2024-12-03,SITE-0165,CELL-01243,South,3G,96.56,195.41,17.02,1.94,98.12,600.16,7904
KPI-002113,2024-12-03,SITE-0490,CELL-00414,South,3G,97.23,175.98,13.95,2.9,95.23,220.23,7436
KPI-004639,2024-12-03,SITE-0133,CELL-01327,East,3G,92.03,189.15,8.87,2.29,97.37,262.03,774
KPI-002842,2024-12-03,SITE-0421,CELL-01987,Central,3G,95.8,127.56,5.25,1.43,96.36,871.71,275
KPI-001143,2024-12-03,SITE-0367,CELL-01838,West,4G,95.63,41.86,57.14,0.06,96.4,286.52,2411
KPI-002950,2024-12-03,SITE-0292,CELL-01065,West,3G,93.22,139.17,14.49,0.25,99.36,605.83,7468
KPI-001168,2024-12-03,SITE-0193,CELL-00199,South,4G,95.71,20.34,53.16,1.73,98.29,657.38,5994
KPI-000163,2024-12-04,SITE-0258,CELL-01905,North,5G,98.88,2.33,257.66,0.0,96.33,307.64,6643
KPI-003998,2024-12-04,SITE-0023,CELL-01977,West,5G,98.11,5.44,659.08,1.27,99.75,679.38,511
KPI-002261,2024-12-04,SITE-0182,CELL-00927,North,5G,99.67,4.62,395.85,2.28,98.17,980.31,5414
KPI-000825,2024-12-04,SITE-0096,CELL-00518,South,5G,99.23,7.45,486.35,1.6,96.39,40.08,531
KPI-004239,2024-12-04,SITE-0276,CELL-00249,West,4G,96.92,20.66,48.54,2.43,97.41,602.93,9463
KPI-001217,2024-12-04,SITE-0459,CELL-00025,North,3G,90.85,146.71,19.98,0.69,95.39,126.09,3557
KPI-004805,2024-12-04,SITE-0144,CELL-00019,North,5G,99.78,4.28,584.93,1.18,96.52,750.81,7660
KPI-001149,2024-12-04,SITE-0429,CELL-01342,South,5G,97.7,7.88,443.09,0.38,98.35,738.56,2076
KPI-002871,2024-12-04,SITE-0400,CELL-01186,South,4G,98.24,31.13,122.47,0.41,96.74,849.9,5797
KPI-002471,2024-12-04,SITE-0082,CELL-00136,West,3G,94.13,180.89,9.44,0.13,97.12,550.13,5079
KPI-002053,2024-12-04,SITE-0034,CELL-00633,East,5G,99.66,9.32,393.35,1.15,97.89,569.19,1154
KPI-001100,2024-12-05,SITE-0352,CELL-01440,North,5G,99.55,3.19,965.72,0.24,96.56,74.12,6931
KPI-000443,2024-12-05,SITE-0029,CELL-00064,North,5G,99.7,5.92,777.13,1.41,96.67,687.95,7188
KPI-001220,2024-12-05,SITE-0476,CELL-00556,North,5G,99.85,9.74,524.9,2.49,96.05,55.64,2369
KPI-001589,2024-12-05,SITE-0446,CELL-01859,North,5G,97.81,6.86,741.82,2.28,96.43,68.13,2113
KPI-001556,2024-12-05,SITE-0312,CELL-01012,Central,4G,95.78,42.74,129.36,2.2,97.9,243.54,3997
KPI-002720,2024-12-05,SITE-0427,CELL-01860,North,3G,93.32,198.42,4.15,2.39,98.5,210.9,6229
KPI-002001,2024-12-05,SITE-0359,CELL-01401,East,4G,96.31,49.61,60.62,0.9,96.79,692.55,9783
KPI-000323,2024-12-05,SITE-0034,CELL-00172,South,4G,97.22,30.2,146.45,1.74,97.44,102.95,6514
KPI-000966,2024-12-05,SITE-0409,CELL-01891,West,4G,99.39,23.57,114.67,0.73,96.55,113.32,528
KPI-004804,2024-12-05,SITE-0463,CELL-00540,East,4G,99.46,28.49,135.14,0.46,96.42,667.17,4993
KPI-004320,2024-12-06,SITE-0099,CELL-01112,West,5G,98.99,5.55,919.75,2.96,95.62,826.36,6672
KPI-003442,2024-12-06,SITE-0198,CELL-00529,West,3G,98.0,158.53,16.11,0.56,96.03,816.85,9363
KPI-001914,2024-12-06,SITE-0162,CELL-00038,Central,4G,96.22,27.32,29.48,1.37,95.77,527.34,540
KPI-001512,2024-12-06,SITE-0470,CELL-00186,Central,5G,98.87,8.71,903.67,0.39,97.53,251.03,4497
KPI-001413,2024-12-06,SITE-0299,CELL-00923,South,5G,99.32,8.27,914.27,1.08,98.12,968.31,9360
KPI-002190,2024-12-06,SITE-0356,CELL-00920,East,5G,99.38,5.91,979.89,1.8,98.82,276.75,3327
KPI-001434,2024-12-06,SITE-0378,CELL-00638,Central,3G,90.52,158.32,17.0,1.67,98.69,286.92,5552
KPI-001538,2024-12-06,SITE-0195,CELL-01555,North,5G,97.49,4.83,686.83,1.23,98.43,993.77,8406
KPI-004453,2024-12-06,SITE-0177,CELL-00397,North,3G,93.47,93.48,5.8,2.24,97.9,440.02,1642
KPI-004633,2024-12-06,SITE-0158,CELL-01108,East,3G,94.08,149.19,6.19,2.94,96.09,537.31,6192
KPI-004514,2024-12-07,SITE-0097,CELL-01426,East,3G,94.72,185.38,1.25,2.48,99.41,967.52,7203
KPI-000119,2024-12-07,SITE-0391,CELL-01912,North,5G,99.92,5.39,751.87,1.62,97.72,57.76,6252
KPI-002044,2024-12-07,SITE-0327,CELL-00761,North,4G,98.37,45.84,94.62,1.6,95.94,476.11,4291
KPI-004972,2024-12-07,SITE-0488,CELL-00816,West,3G,91.6,89.22,17.09,2.74,96.58,485.37,4167
KPI-000118,2024-12-07,SITE-0469,CELL-01988,South,3G,95.54,125.64,12.6,1.67,95.42,50.34,9769
KPI-004519,2024-12-07,SITE-0403,CELL-00877,North,4G,96.36,31.71,149.45,2.08,95.75,490.58,9557
KPI-004315,2024-12-08,SITE-0091,CELL-00804,Central,5G,98.5,4.05,476.46,2.09,95.76,319.16,3468
KPI-003304,2024-12-08,SITE-0274,CELL-00176,West,5G,99.44,1.11,447.91,0.59,99.42,282.39,6332
KPI-001111,2024-12-08,SITE-0160,CELL-01600,North,3G,91.31,177.91,3.15,1.75,95.21,663.79,2809
KPI-001885,2024-12-08,SITE-0003,CELL-01967,Central,4G,96.61,32.86,98.69,0.1,97.72,255.84,7544
KPI-004698,2024-12-08,SITE-0267,CELL-00781,West,3G,96.83,109.93,10.29,1.33,99.11,859.42,2964
KPI-004104,2024-12-08,SITE-0146,CELL-01712,West,4G,99.18,40.23,50.91,2.65,96.99,297.03,7739
KPI-004677,2024-12-08,SITE-0376,CELL-01827,East,3G,94.39,185.86,4.14,1.15,98.06,191.91,6105
KPI-002441,2024-12-08,SITE-0206,CELL-00154,Central,4G,97.37,47.3,59.37,0.28,99.87,720.06,5364
KPI-003599,2024-12-08,SITE-0210,CELL-00988,Central,5G,97.83,1.99,986.62,1.21,96.52,631.3,6866
KPI-001448,2024-12-08,SITE-0050,CELL-01970,North,4G,95.38,23.95,128.36,2.13,96.69,914.87,1351
KPI-004254,2024-12-08,SITE-0272,CELL-01184,North,3G,93.33,99.09,19.07,0.49,97.85,434.71,7857
KPI-003063,2024-12-08,SITE-0253,CELL-00010,South,4G,97.79,26.77,65.94,0.63,98.29,973.53,1108
KPI-000700,2024-12-08,SITE-0465,CELL-01222,South,4G,98.64,28.91,99.89,2.22,99.41,705.81,4658
KPI-000485,2024-12-08,SITE-0138,CELL-00990,North,5G,98.25,1.97,958.61,2.38,97.42,38.53,5984
KPI-002694,2024-12-08,SITE-0493,CELL-01800,South,5G,99.75,9.69,133.78,2.0,98.47,542.14,8167
KPI-002896,2024-12-08,SITE-0196,CELL-01516,East,5G,97.98,6.01,274.17,1.39,95.23,887.19,7231
KPI-001711,2024-12-08,SITE-0218,CELL-00113,East,5G,99.22,3.71,299.71,0.06,98.72,838.88,5879
KPI-004171,2024-12-08,SITE-0316,CELL-01012,East,4G,99.4,39.18,64.67,0.62,96.77,458.56,3697
KPI-002541,2024-12-08,SITE-0065,CELL-00544,Central,3G,92.43,187.08,15.07,0.59,98.35,573.82,9671
KPI-004572,2024-12-09,SITE-0075,CELL-00688,East,5G,97.16,3.64,417.07,1.43,98.47,690.43,4648
KPI-001772,2024-12-09,SITE-0212,CELL-00277,East,5G,99.75,3.7,483.59,0.74,99.63,415.52,2159
KPI-001273,2024-12-09,SITE-0397,CELL-01983,South,3G,94.99,191.48,19.39,0.71,95.8,347.15,4262
KPI-004472,2024-12-09,SITE-0435,CELL-01513,West,4G,99.31,28.51,58.2,2.76,96.89,654.76,8698
KPI-003465,2024-12-09,SITE-0010,CELL-00440,Central,3G,95.6,83.27,7.27,1.47,96.05,753.56,5682
KPI-004574,2024-12-09,SITE-0103,CELL-00226,North,4G,98.37,35.85,90.45,1.34,96.31,688.56,4672
KPI-000483,2024-12-09,SITE-0373,CELL-01472,East,4G,97.15,26.49,92.17,0.39,96.62,328.17,679
KPI-002721,2024-12-09,SITE-0194,CELL-00142,West,4G,96.99,44.64,134.54,2.24,98.38,81.38,1610
KPI-000028,2024-12-09,SITE-0205,CELL-00777,South,4G,96.32,33.75,98.91,1.11,98.03,413.51,7613
KPI-000297,2024-12-09,SITE-0064,CELL-00470,East,3G,97.19,111.61,5.52,0.07,95.5,664.96,7757
KPI-004548,2024-12-09,SITE-0033,CELL-01426,North,5G,97.66,9.38,154.63,1.63,99.24,691.07,2129
KPI-002026,2024-12-09,SITE-0091,CELL-01377,West,3G,93.54,194.9,12.79,0.67,98.98,468.71,6412
